Symbol,Company Name,Market Cap,Stock Price,Revenue
TTEC,"TTEC Holdings, Inc.",216.19M,4.53,2.34B
BCBP,"BCB Bancorp, Inc.",216.10M,12.69,91.24M
OVLY,Oak Valley Bancorp,216.09M,26.14,76.55M
VXRT,"Vaxart, Inc.",216.07M,0.95,13.93M
MACI,Melar Acquisition Corp. I,216.00M,9.99,-
FLXS,"Flexsteel Industries, Inc.",215.69M,41.83,412.75M
RGCO,"RGC Resources, Inc.",215.21M,21.06,84.00M
EXFY,"Expensify, Inc.",215.18M,2.43,138.53M
SKIN,The Beauty Health Company,214.56M,1.73,366.23M
IONR,ioneer Ltd,214.24M,3.77,-
BLNK,Blink Charging Co.,212.42M,2.10,156.92M
AFCG,"AFC Gamma, Inc.",210.60M,10.19,52.61M
SNFCA,Security National Financial Corporation,208.48M,8.98,322.13M
POET,POET Technologies Inc.,208.40M,3.16,116.26K
OGI,Organigram Holdings Inc.,208.32M,2.02,110.30M
VABK,Virginia National Bankshares Corporation,208.23M,38.77,51.88M
KVAC,Keen Vision Acquisition Corporation,206.83M,10.68,-
FSTR,L.B. Foster Company,206.31M,18.84,545.34M
IVCB,Investcorp Europe Acquisition Corp I,205.86M,11.43,-
SEVN,Seven Hills Realty Trust,205.68M,13.87,33.54M
GOSS,"Gossamer Bio, Inc.",205.57M,0.91,95.84M
MOLN,Molecular Partners AG,205.57M,6.23,7.46M
SMLR,"Semler Scientific, Inc.",205.15M,29.34,61.74M
FFNW,"First Financial Northwest, Inc.",205.09M,22.36,40.29M
GPRO,"GoPro, Inc.",204.66M,1.34,931.41M
NVX,NOVONIX Limited,204.07M,1.67,6.88M
MVIS,"MicroVision, Inc.",203.58M,0.96,9.00M
GHIX,"Gores Holdings IX, Inc.",202.85M,10.59,-
SSTI,"SoundThinking, Inc.",202.61M,15.85,102.39M
XBIT,XBiotech Inc.,200.45M,6.58,-
MDWD,MediWound Ltd.,200.09M,18.55,20.14M
CDLX,"Cardlytics, Inc.",199.86M,4.01,305.42M
CRBU,"Caribou Biosciences, Inc.",199.70M,2.21,33.11M
MYPS,"PLAYSTUDIOS, Inc.",198.21M,1.59,303.39M
NNBR,"NN, Inc.",197.69M,3.95,481.17M
GLSI,"Greenwich LifeSciences, Inc.",195.59M,14.88,-
ESCA,"Escalade, Incorporated",195.39M,14.08,258.69M
INO,"Inovio Pharmaceuticals, Inc.",194.99M,7.51,591.86K
NKSH,"National Bankshares, Inc.",194.64M,30.62,42.85M
API,"Agora, Inc.",194.07M,2.11,138.29M
EML,The Eastern Company,193.64M,31.09,273.70M
INBX,"Inhibrx Biosciences, Inc.",193.11M,13.34,1.69M
CFFI,C&F Financial Corporation,192.71M,58.99,113.65M
MRSN,"Mersana Therapeutics, Inc.",191.37M,1.56,29.94M
KLTR,"Kaltura, Inc.",190.71M,1.28,176.83M
AGBA,AGBA Group Holding Limited,190.62M,2.33,38.32M
MHLD,"Maiden Holdings, Ltd.",190.57M,1.91,96.35M
EM,Smart Share Global Limited,190.41M,0.74,269.75M
OPBK,OP Bancorp,190.33M,12.85,77.02M
CVRX,"CVRx, Inc.",190.19M,8.73,44.39M
GEVO,"Gevo, Inc.",190.19M,0.82,18.15M
SMID,Smith-Midland Corporation,189.89M,35.81,68.43M
DIBS,"1stdibs.Com, Inc.",189.73M,4.78,85.88M
IPHA,Innate Pharma S.A.,188.92M,2.21,68.13M
RILY,"B. Riley Financial, Inc.",188.29M,6.22,1.22B
WNEB,"Western New England Bancorp, Inc.",188.24M,8.83,74.44M
OXSQ,Oxford Square Capital Corp.,188.09M,2.95,47.49M
TPIC,"TPI Composites, Inc.",186.41M,3.92,1.29B
HFFG,HF Foods Group Inc.,186.14M,3.53,1.16B
SSP,The E.W. Scripps Company,186.01M,2.16,2.32B
CNTX,Context Therapeutics Inc.,186.00M,2.48,-
IVCA,Investcorp India Acquisition Corp,185.99M,11.44,-
HQI,"HireQuest, Inc.",185.98M,13.31,36.13M
FTEL,Fitell Corporation,185.70M,16.70,3.87M
ULBI,Ultralife Corporation,185.68M,11.17,168.95M
FUNC,First United Corporation,185.56M,28.70,69.63M
TUSK,"Mammoth Energy Services, Inc.",185.29M,3.85,212.46M
POWW,"AMMO, Inc.",185.26M,1.56,135.50M
LFCR,"Lifecore Biomedical, Inc.",185.22M,6.00,121.52M
BTMD,biote Corp.,184.72M,5.96,187.23M
RGTI,"Rigetti Computing, Inc.",184.72M,0.97,12.62M
TWIN,"Twin Disc, Incorporated",184.58M,13.19,295.13M
SANG,Sangoma Technologies Corporation,184.39M,5.32,250.03M
BTOC,Armlogi Holding Corp.,184.29M,4.43,169.77M
CGEN,Compugen Ltd.,182.65M,2.04,42.72M
LAKE,"Lakeland Industries, Inc.",182.34M,24.72,132.30M
BYU,"BAIYU Holdings, Inc.",182.30M,3.65,120.09M
CADL,"Candel Therapeutics, Inc.",182.24M,5.68,-
STHO,Star Holdings,182.08M,13.67,136.77M
SKYE,"Skye Bioscience, Inc.",180.51M,5.95,-
DSP,Viant Technology Inc.,180.37M,11.09,243.25M
ISTR,Investar Holding Corporation,180.07M,18.32,80.65M
HOND,HCM II Acquisition Corp.,179.75M,7.19,-
CPSS,"Consumer Portfolio Services, Inc.",179.15M,8.40,188.42M
ATOS,"Atossa Therapeutics, Inc.",178.58M,1.42,-
SGMO,"Sangamo Therapeutics, Inc.",178.57M,0.86,12.28M
PVBC,"Provident Bancorp, Inc.",178.24M,10.67,58.74M
OTLK,"Outlook Therapeutics, Inc.",178.13M,7.53,-
PLL,Piedmont Lithium Inc.,178.08M,9.19,66.45M
MFIN,Medallion Financial Corp.,177.80M,7.98,286.47M
ESSA,"ESSA Bancorp, Inc.",177.06M,18.64,68.48M
GBIO,Generation Bio Co.,176.86M,2.65,13.17M
MYFW,"First Western Financial, Inc.",176.79M,18.30,80.15M
CLAR,Clarus Corporation,176.47M,4.60,283.60M
FLL,"Full House Resorts, Inc.",176.44M,5.07,274.99M
VRA,"Vera Bradley, Inc.",176.34M,5.98,457.03M
HCVI,Hennessy Capital Investment Corp. VI,176.31M,10.60,-
QRHC,Quest Resource Holding Corporation,175.71M,8.62,285.56M
PESI,"Perma-Fix Environmental Services, Inc.",175.07M,11.08,72.20M
TBRG,"TruBridge, Inc.",174.95M,12.21,336.56M
ABOS,"Acumen Pharmaceuticals, Inc.",174.83M,2.91,-
AHG,Akso Health Group,174.81M,1.05,2.41M
PRQR,ProQR Therapeutics N.V.,174.80M,2.14,16.90M
CMPX,"Compass Therapeutics, Inc.",173.36M,1.26,850.00K
RELL,"Richardson Electronics, Ltd.",173.24M,12.05,196.46M
PTMN,Portman Ridge Finance Corporation,172.77M,18.69,69.23M
JYNT,The Joint Corp.,171.86M,11.46,120.07M
DXLG,"Destination XL Group, Inc.",171.79M,2.95,511.86M
SPKL,Spark I Acquisition Corporation,171.77M,10.46,-
SKGR,SK Growth Opportunities Corporation,171.63M,11.22,-
ASPI,ASP Isotopes Inc.,171.39M,2.57,2.30M
CBUS,"Cibus, Inc.",171.20M,7.56,2.96M
DMAC,DiaMedica Therapeutics Inc.,170.99M,4.00,-
BRKH,BurTech Acquisition Corp.,169.82M,11.20,-
MRCC,Monroe Capital Corporation,169.65M,7.83,61.96M
CSTE,Caesarstone Ltd.,169.23M,4.90,508.64M
FINW,FinWise Bancorp,169.10M,12.80,67.15M
RMNI,"Rimini Street, Inc.",168.70M,1.86,429.43M
RMBL,"RumbleOn, Inc.",167.61M,4.75,1.29B
DSY,Big Tree Cloud Holdings Limited,167.25M,2.93,7.98M
STTK,"Shattuck Labs, Inc.",167.05M,3.50,4.12M
ATLX,Atlas Lithium Corporation,166.99M,10.95,374.11K
FCCO,First Community Corporation,166.83M,21.85,59.23M
ESOA,Energy Services of America Corporation,166.54M,10.05,352.07M
LCUT,"Lifetime Brands, Inc.",166.41M,7.51,678.72M
III,"Information Services Group, Inc.",166.23M,3.40,266.49M
PWOD,"Penns Woods Bancorp, Inc.",166.13M,22.02,64.82M
BAER,"Bridger Aerospace Group Holdings, Inc.",165.88M,3.12,73.25M
BRLS,Borealis Foods Inc.,165.69M,7.75,28.40M
LVO,"LiveOne, Inc.",165.47M,1.75,123.75M
HOFT,Hooker Furnishings Corporation,165.45M,15.74,404.98M
MCAA,Mountain & Co. I Acquisition Corp.,165.32M,11.70,-
TLSI,"TriSalus Life Sciences, Inc.",164.58M,5.62,24.74M
ME,23andMe Holding Co.,163.64M,0.32,199.19M
ATLO,Ames National Corporation,163.30M,18.16,51.28M
BVFL,"BV Financial, Inc.",162.39M,14.26,37.41M
ALCY,Alchemy Investments Acquisition Corp 1,161.91M,10.82,-
ARBE,Arbe Robotics Ltd.,161.82M,2.00,1.37M
SCLX,Scilex Holding Company,160.70M,1.22,50.83M
CHRS,"Coherus BioSciences, Inc.",160.14M,1.39,308.13M
FSFG,"First Savings Financial Group, Inc.",160.01M,23.44,72.09M
INSG,Inseego Corp.,159.92M,13.02,195.50M
MDIA,MediaCo Holding Inc.,159.73M,3.42,31.76M
VTYX,"Ventyx Biosciences, Inc.",159.71M,2.26,-
SHMD,SCHMID Group N.V.,159.46M,3.99,-
KNDI,"Kandi Technologies Group, Inc.",158.99M,1.82,124.61M
TAYD,"Taylor Devices, Inc.",158.96M,50.97,44.58M
IBAC,IB Acquisition Corp.,157.81M,10.02,-
OPRX,OptimizeRx Corporation,157.57M,8.60,83.20M
TATT,TAT Technologies Ltd.,157.54M,15.95,122.67M
MOND,"Mondee Holdings, Inc.",157.31M,1.90,232.97M
EUDA,EUDA Health Holdings Limited,156.86M,4.53,3.71M
FLD,FTAC Emerald Acquisition Corp.,156.75M,10.92,-
DLHC,DLH Holdings Corp.,156.30M,11.02,401.04M
STRT,Strattec Security Corporation,156.14M,38.38,537.77M
FENC,Fennec Pharmaceuticals Inc.,155.95M,5.70,48.89M
HWBK,"Hawthorn Bancshares, Inc.",155.73M,22.29,56.22M
TELO,"Telomir Pharmaceuticals, Inc.",155.45M,5.25,-
HITI,High Tide Inc.,155.34M,1.96,366.55M
ACHV,"Achieve Life Sciences, Inc.",154.88M,4.51,-
ESHA,ESH Acquisition Corp.,154.69M,10.55,-
ACTU,"Actuate Therapeutics, Inc.",154.42M,8.08,-
PEBK,"Peoples Bancorp of North Carolina, Inc.",154.40M,29.18,79.20M
DRTS,Alpha Tau Medical Ltd.,153.83M,2.20,-
SAMG,Silvercrest Asset Management Group Inc.,152.95M,16.02,119.51M
PROP,Prairie Operating Co.,152.56M,9.21,1.55M
RFAI,RF Acquisition Corp II,152.35M,10.15,-
ADVM,"Adverum Biotechnologies, Inc.",152.26M,7.32,-
RTC,Baijiayun Group Ltd,151.91M,7.37,71.90M
AMLX,"Amylyx Pharmaceuticals, Inc.",151.82M,2.23,298.76M
IPSC,"Century Therapeutics, Inc.",151.64M,1.79,2.04M
RDCM,RADCOM Ltd.,151.57M,9.70,56.13M
BFIN,BankFinancial Corporation,151.27M,12.14,55.75M
FTLF,"FitLife Brands, Inc.",151.19M,32.88,60.68M
CRNC,Cerence Inc.,150.91M,3.61,357.46M
KOD,Kodiak Sciences Inc.,150.64M,2.87,-
EDAP,EDAP TMS S.A.,150.27M,4.05,65.31M
SOWG,Sow Good Inc.,148.76M,14.52,41.61M
KEQU,Kewaunee Scientific Corporation,148.54M,52.30,203.76M
CAPR,"Capricor Therapeutics, Inc.",148.38M,4.56,27.15M
ALAR,Alarum Technologies Ltd.,146.92M,21.60,29.22M
TZOO,Travelzoo,146.87M,11.95,84.87M
RCMT,"RCM Technologies, Inc.",146.02M,19.14,270.18M
SCWO,374Water Inc.,146.00M,1.10,244.73K
PGHL,Primega Group Holdings Limited,145.92M,6.08,13.46M
BCSA,Blockchain Coinvestors Acquisition Corp. I,144.68M,11.22,-
MMLP,Martin Midstream Partners L.P.,144.30M,3.70,723.16M
GUTS,"Fractyl Health, Inc.",144.26M,3.01,119.00K
LOGC,ContextLogic Inc.,143.99M,5.48,156.00M
GALT,Galectin Therapeutics Inc.,143.86M,2.31,-
BANX,ArrowMark Financial Corp.,143.80M,20.21,29.95M
QSI,Quantum-Si incorporated,143.78M,1.01,1.70M
ATYR,"aTyr Pharma, Inc.",143.25M,1.89,588.00K
NIU,Niu Technologies,142.78M,1.84,392.32M
ISRL,Israel Acquisitions Corp,142.62M,11.13,-
MASS,908 Devices Inc.,142.44M,4.11,52.69M
TRVG,trivago N.V.,141.85M,2.03,503.10M
DTI,Drilling Tools International Corporation,141.25M,4.07,147.83M
UBFO,United Security Bancshares,140.83M,8.13,51.73M
TSAT,Telesat Corporation,140.43M,10.18,471.70M
OPTN,"OptiNose, Inc.",139.69M,0.93,75.06M
VIGL,"Vigil Neuroscience, Inc.",139.16M,3.51,-
CZWI,"Citizens Community Bancorp, Inc.",138.71M,13.47,60.69M
CRDL,Cardiol Therapeutics Inc.,138.69M,1.98,-
VOXR,Vox Royalty Corp.,138.03M,2.74,12.23M
LTRX,"Lantronix, Inc.",137.92M,3.67,146.18M
SMXT,"SolarMax Technology, Inc.",137.76M,3.06,36.74M
CFBK,CF Bankshares Inc.,137.73M,21.56,43.66M
INMB,"INmune Bio, Inc.",137.34M,6.95,85.00K
ELUT,Elutia Inc.,137.26M,4.03,24.99M
MAMO,Massimo Group,137.19M,3.32,135.02M
AFBI,"Affinity Bancshares, Inc.",136.65M,21.31,30.15M
BZUN,Baozun Inc.,136.19M,2.29,1.23B
GRWG,GrowGeneration Corp.,136.09M,2.30,206.55M
CSPI,CSP Inc.,135.81M,13.91,57.51M
BIRD,"Allbirds, Inc.",135.65M,0.86,220.14M
CRVO,CervoMed Inc.,134.70M,16.32,9.65M
PRCH,"Porch Group, Inc.",134.62M,1.34,470.46M
BWAY,BrainsWay Ltd.,134.12M,8.02,36.43M
CXDO,"Crexendo, Inc.",133.84M,5.01,57.01M
WILC,G. Willi-Food International Ltd.,133.68M,9.64,144.85M
QUIK,QuickLogic Corporation,133.66M,9.24,24.28M
SNCR,"Synchronoss Technologies, Inc.",133.37M,12.85,167.62M
CTOR,"Citius Oncology, Inc.",133.34M,1.87,-
MPAA,"Motorcar Parts of America, Inc.",133.34M,6.75,727.87M
PRPL,"Purple Innovation, Inc.",133.30M,1.24,526.24M
SUUN,SolarBank Corporation,133.29M,4.30,44.05M
CBFV,"CB Financial Services, Inc.",133.07M,25.88,66.58M
IVA,Inventiva S.A.,133.04M,2.40,25.60M
LGO,Largo Inc.,132.93M,2.07,158.90M
FRAF,Franklin Financial Services Corporation,132.93M,30.15,69.34M
BLUE,"bluebird bio, Inc.",132.74M,0.69,21.73M
NVCT,"Nuvectis Pharma, Inc.",132.43M,7.10,-
FBYD,"Falcon's Beyond Global, Inc.",132.30M,11.50,7.04M
CTRN,"Citi Trends, Inc.",132.14M,15.95,754.54M
MCRB,"Seres Therapeutics, Inc.",132.11M,0.87,374.00K
ALLT,Allot Ltd.,131.66M,3.43,93.91M
IMUX,"Immunic, Inc.",131.52M,1.46,-
ADAG,Adagene Inc.,130.60M,2.95,815.75K
GATE,Marblegate Acquisition Corp.,130.60M,11.02,-
FEIM,"Frequency Electronics, Inc.",130.47M,13.68,55.27M
HBIO,"Harvard Bioscience, Inc.",130.40M,2.99,101.13M
GEOS,Geospace Technologies Corporation,130.38M,10.10,129.48M
FNGR,"FingerMotion, Inc.",130.20M,2.47,32.00M
FGBI,"First Guaranty Bancshares, Inc.",130.05M,10.40,95.59M
EHTH,"eHealth, Inc.",129.38M,4.40,471.20M
GNSS,Genasys Inc.,129.35M,2.90,27.97M
CEP,"Cantor Equity Partners, Inc.",128.26M,10.02,-
RPTX,Repare Therapeutics Inc.,127.76M,3.01,68.68M
AKYA,"Akoya Biosciences, Inc.",127.71M,2.58,93.22M
ATHA,"Athira Pharma, Inc.",127.62M,3.32,-
AXTI,"AXT, Inc.",127.44M,2.94,88.41M
MRBK,Meridian Corporation,126.70M,11.50,90.80M
VERU,Veru Inc.,126.53M,0.86,14.09M
XFOR,"X4 Pharmaceuticals, Inc.",126.37M,0.75,563.00K
NTIC,Northern Technologies International Corporation,126.13M,13.36,82.42M
ALXO,ALX Oncology Holdings Inc.,125.89M,2.39,-
VERI,"Veritone, Inc.",125.66M,3.30,131.96M
KLXE,"KLX Energy Services Holdings, Inc.",125.64M,7.45,769.70M
YIBO,Planet Image International Limited,125.54M,2.33,150.22M
AGEN,Agenus Inc.,125.12M,5.80,159.63M
MRAM,"Everspin Technologies, Inc.",125.02M,5.75,58.24M
HNVR,"Hanover Bancorp, Inc.",124.70M,17.50,61.91M
RMBI,"Richmond Mutual Bancorporation, Inc.",124.67M,12.57,41.64M
AMTX,"Aemetis, Inc.",124.60M,2.64,278.65M
PBYI,"Puma Biotechnology, Inc.",124.58M,2.54,219.14M
QIPT,Quipt Home Medical Corp.,124.13M,2.86,244.23M
TLSA,Tiziana Life Sciences Ltd,123.85M,1.22,-
MNSB,"MainStreet Bancshares, Inc.",123.83M,16.81,68.67M
REKR,"Rekor Systems, Inc.",123.69M,1.40,42.39M
STKS,"The ONE Group Hospitality, Inc.",123.65M,3.97,424.31M
PDSB,PDS Biotechnology Corporation,123.35M,3.35,-
ECBK,"ECB Bancorp, Inc.",123.12M,13.40,24.75M
BRAG,Bragg Gaming Group Inc.,122.85M,4.88,101.36M
LPSN,"LivePerson, Inc.",122.85M,1.38,361.82M
ACET,"Adicet Bio, Inc.",122.78M,1.49,-
RDZN,"Roadzen, Inc.",122.51M,1.79,50.04M
OPI,Office Properties Income Trust,122.10M,2.43,530.26M
ASRT,"Assertio Holdings, Inc.",122.03M,1.28,132.19M
LGCL,Lucas GC Limited,121.73M,1.53,207.87M
PLMI,Plum Acquisition Corp. I,121.24M,10.79,-
ISSC,"Innovative Solutions and Support, Inc.",121.10M,6.92,44.81M
SFBC,"Sound Financial Bancorp, Inc.",120.93M,47.48,35.14M
IVVD,"Invivyd, Inc.",120.64M,1.01,2.26M
MGX,"Metagenomi, Inc.",120.52M,3.22,55.93M
VRCA,Verrica Pharmaceuticals Inc.,120.33M,2.82,13.91M
KOPN,Kopin Corporation,120.10M,1.04,41.55M
VIOT,"Viomi Technology Co., Ltd",120.09M,1.76,351.63M
ZBAO,Zhibao Technology Inc.,119.79M,3.80,18.98M
BSLK,"Bolt Projects Holdings, Inc.",119.65M,3.59,3.44M
CSLR,"Complete Solaria, Inc.",119.59M,1.88,59.85M
VFF,"Village Farms International, Inc.",119.55M,1.07,313.99M
CVGI,"Commercial Vehicle Group, Inc.",119.42M,3.69,931.75M
HAO,Haoxi Health Technology Limited,118.97M,3.69,42.57M
EPSN,Epsilon Energy Ltd.,118.82M,5.41,30.17M
PLAO,Patria Latin American Opportunity Acquisition Corp.,118.76M,11.54,-
DLTH,Duluth Holdings Inc.,118.70M,3.39,639.61M
FNWD,Finward Bancorp,118.12M,27.38,70.04M
ETON,"Eton Pharmaceuticals, Inc.",117.30M,4.54,31.38M
AOUT,"American Outdoor Brands, Inc.",117.29M,9.11,201.10M
INVZ,Innoviz Technologies Ltd.,116.80M,0.70,32.12M
BSET,"Bassett Furniture Industries, Incorporated",116.41M,13.24,351.88M
HMNF,"HMN Financial, Inc.",116.27M,26.71,38.26M
RAIL,"FreightCar America, Inc.",116.26M,6.16,496.97M
EBMT,"Eagle Bancorp Montana, Inc.",115.99M,14.80,80.56M
RGLS,Regulus Therapeutics Inc.,115.87M,1.77,-
APXI,APx Acquisition Corp. I,115.55M,11.66,-
OVBC,Ohio Valley Banc Corp.,115.37M,24.49,55.88M
IMPP,Imperial Petroleum Inc.,115.37M,3.92,159.51M
ELDN,"Eledon Pharmaceuticals, Inc.",115.00M,2.90,-
KGEI,Kolibri Global Energy Inc.,114.59M,3.15,54.39M
GOEV,Canoo Inc.,114.50M,1.47,1.49M
CAAS,"China Automotive Systems, Inc.",113.80M,3.77,594.70M
UNB,"Union Bankshares, Inc.",113.55M,25.10,47.53M
CFFS,CF Acquisition Corp. VII,113.49M,11.04,-
ORKT,Orangekloud Technology Inc.,113.48M,4.99,4.61M
AUGX,"Augmedix, Inc.",112.77M,2.29,51.58M
PFTA,Perception Capital Corp. III,111.98M,10.78,-
UEIC,Universal Electronics Inc.,111.50M,8.59,387.04M
PCSC,Perceptive Capital Solutions Corp,111.45M,10.07,-
FONR,FONAR Corporation,111.37M,17.25,102.72M
CRDF,"Cardiff Oncology, Inc.",111.25M,2.39,665.00K
LARK,"Landmark Bancorp, Inc.",111.09M,20.19,55.91M
PITA,Heramba Electric plc,111.02M,2.36,-
ALTO,"Alto Ingredients, Inc.",110.91M,1.45,1.07B
PLMJ,Plum Acquisition Corp. III,110.80M,10.85,-
OPRT,Oportun Financial Corporation,110.74M,3.10,824.04M
ALOT,"AstroNova, Inc.",110.37M,14.69,145.63M
ANL,Adlai Nortye Ltd.,110.33M,2.99,5.00M
HURC,"Hurco Companies, Inc.",110.24M,16.90,209.54M
WMPN,William Penn Bancorporation,109.79M,11.75,20.56M
NUTX,Nutex Health Inc.,109.57M,21.63,275.93M
RR,Richtech Robotics Inc.,109.37M,1.38,9.11M
LFVN,LifeVantage Corporation,109.22M,8.60,205.45M
FXNC,First National Corporation,109.09M,17.37,49.19M
MGRM,Monogram Technologies Inc.,109.05M,3.44,365.00K
TLGY,TLGY Acquisition Corporation,108.97M,11.51,-
THCH,TH International Limited,108.83M,0.69,219.67M
GECC,Great Elm Capital Corp.,108.42M,10.38,36.90M
IOBT,"IO Biotech, Inc.",108.04M,1.64,-
SRTS,"Sensus Healthcare, Inc.",107.84M,6.58,36.37M
KRMD,"KORU Medical Systems, Inc.",107.76M,2.35,30.82M
OPAL,OPAL Fuels Inc.,107.72M,3.79,294.01M
OFS,OFS Capital Corporation,107.72M,8.04,53.53M
CSLM,CSLM Acquisition Corp.,107.63M,11.31,-
CTXR,"Citius Pharmaceuticals, Inc.",107.53M,0.60,-
MAPS,"WM Technology, Inc.",106.64M,1.10,183.45M
FCAP,"First Capital, Inc.",106.59M,31.80,40.80M
RGC,Regencell Bioscience Holdings Limited,106.32M,8.17,-
NNAG,99 Acquisition Group Inc.,106.09M,10.53,-
PPYA,Papaya Growth Opportunity Corp. I,106.04M,11.04,-
SBFG,"SB Financial Group, Inc.",105.97M,15.75,55.94M
BROG,Brooge Energy Limited,105.24M,0.96,116.05M
WPRT,Westport Fuel Systems Inc.,105.10M,6.08,325.50M
XNET,Xunlei Limited,105.06M,1.65,320.12M
DHAI,"DIH Holding US, Inc.",104.61M,2.58,67.62M
HOWL,"Werewolf Therapeutics, Inc.",104.45M,2.39,9.28M
LPTX,"Leap Therapeutics, Inc.",104.08M,2.72,-
SFWL,Shengfeng Development Limited,103.95M,1.26,404.12M
KPTI,Karyopharm Therapeutics Inc.,103.92M,0.83,145.67M
MVST,"Microvast Holdings, Inc.",103.82M,0.32,349.72M
KINS,"Kingstone Companies, Inc.",103.57M,9.36,143.11M
BZFD,"BuzzFeed, Inc.",103.56M,2.74,227.33M
TOUR,Tuniu Corporation,103.54M,0.84,69.22M
ACNT,Ascent Industries Co.,102.77M,10.15,182.26M
MAXN,"Maxeon Solar Technologies, Ltd.",102.26M,0.18,992.23M
CKPT,"Checkpoint Therapeutics, Inc.",101.97M,2.27,78.00K
ANIX,"Anixa Biosciences, Inc.",101.78M,3.18,-
ORMP,Oramed Pharmaceuticals Inc.,101.11M,2.48,-
RENB,Renovaro Inc.,100.98M,0.68,-
DERM,Journey Medical Corporation,100.11M,4.83,77.68M
GOCO,"GoHealth, Inc.",99.89M,9.93,700.20M
THCP,Thunder Bridge Capital Partners IV Inc.,99.51M,10.49,-
VTGN,"Vistagen Therapeutics, Inc.",99.29M,3.67,971.00K
CPHC,Canterbury Park Holding Corporation,99.21M,19.81,62.10M
XHG,XChange TEC.INC,99.10M,0.88,10.63M
VSTM,"Verastem, Inc.",99.00M,2.46,10.00M
OPOF,Old Point Financial Corporation,98.98M,19.50,58.41M
TVGN,Tevogen Bio Holdings Inc.,98.98M,0.58,-
QSG,QuantaSing Group Limited,98.91M,1.75,501.85M
SEER,"Seer, Inc.",98.90M,1.61,14.74M
IVAC,"Intevac, Inc.",98.85M,3.67,54.98M
IXAQ,IX Acquisition Corp.,98.77M,11.49,-
GAIA,"Gaia, Inc.",98.56M,4.20,84.71M
RVSB,"Riverview Bancorp, Inc.",98.31M,4.66,46.87M
TBMC,Trailblazer Merger Corporation I,98.22M,10.89,-
IMAB,I-Mab,98.05M,1.22,3.90M
ZTEK,Zentek Ltd.,97.86M,0.95,25.80K
BOWN,Bowen Acquisition Corp,97.81M,10.67,-
PBHC,"Pathfinder Bancorp, Inc.",97.50M,16.00,41.44M
SHIM,Shimmick Corporation,97.41M,2.90,524.16M
MIST,Milestone Pharmaceuticals Inc.,97.28M,1.47,-
CASI,"CASI Pharmaceuticals, Inc.",97.06M,6.45,23.10M
XTKG,X3 Holdings Co Ltd.,96.39M,0.35,16.82M
CBAT,"CBAK Energy Technology, Inc.",96.23M,1.07,226.24M
INCR,InterCure Ltd.,96.11M,2.11,98.73M
BRID,Bridgford Foods Corporation,95.94M,10.57,236.66M
SATL,Satellogic Inc.,95.66M,1.05,13.72M
PFX,PhenixFIN Corporation,95.42M,47.25,22.29M
ZENV,Zenvia Inc.,95.19M,1.84,167.71M
GIFI,"Gulf Island Fabrication, Inc.",94.97M,5.75,133.72M
CMTL,Comtech Telecommunications Corp.,94.88M,3.33,563.03M
PROV,"Provident Financial Holdings, Inc.",94.85M,13.79,38.93M
ASYS,"Amtech Systems, Inc.",94.84M,6.67,104.81M
CTMX,"CytomX Therapeutics, Inc.",94.52M,1.21,119.57M
RMTI,"Rockwell Medical, Inc.",94.33M,3.04,94.37M
AFJK,"Aimei Health Technology Co., Ltd",94.23M,10.44,-
GSIW,Garden Stage Limited,94.22M,7.39,1.41M
SGA,"Saga Communications, Inc.",94.17M,15.04,111.70M
BCOV,Brightcove Inc.,93.89M,2.09,200.86M
SKYX,SKYX Platforms Corp.,93.88M,0.92,84.22M
SRBK,"SR Bancorp, Inc.",93.84M,9.87,22.61M
SGMT,Sagimet Biosciences Inc.,93.83M,2.94,2.00M
SSSS,SuRo Capital Corp.,93.75M,4.01,6.48M
EVGR,Evergreen Corporation,93.71M,11.61,-
BSBK,Bogota Financial Corp.,93.53M,7.35,12.65M
GLAC,Global Lights Acquisition Corp,93.52M,10.42,-
AERT,"Aeries Technology, Inc",93.50M,2.12,67.88M
COYA,"Coya Therapeutics, Inc.",93.46M,6.14,9.55M
AMLI,American Lithium Corp.,93.45M,0.42,-
FNWB,First Northwest Bancorp,93.39M,10.64,60.10M
IFRX,InflaRx N.V.,93.04M,1.58,113.02K
QETA,Quetta Acquisition Corporation,92.78M,10.37,-
ASMB,"Assembly Biosciences, Inc.",92.71M,14.61,21.48M
HLVX,"HilleVax, Inc.",92.58M,1.94,-
PPIH,"Perma-Pipe International Holdings, Inc.",92.21M,11.50,155.33M
DYCQ,DT Cloud Acquisition Corporation,92.18M,10.29,-
SUNS,"Sunrise Realty Trust, Inc.",91.97M,13.28,734.23K
TDUP,ThredUp Inc.,91.83M,0.82,322.79M
CDTX,"Cidara Therapeutics, Inc.",91.36M,12.98,53.87M
BCAB,"BioAtla, Inc.",91.35M,1.89,-
BNTC,Benitec Biopharma Inc.,91.28M,9.05,7.00K
KVHI,"KVH Industries, Inc.",91.08M,4.62,122.59M
BKHA,Black Hawk Acquisition Corporation,90.99M,10.19,-
CITE,Cartica Acquisition Corp,90.87M,11.36,-
ACAB,Atlantic Coastal Acquisition Corp. II,90.66M,11.06,-
DBVT,DBV Technologies S.A.,90.45M,0.92,13.81M
TMTC,TMT Acquisition Corp,90.27M,11.09,-
EPRX,Eupraxia Pharmaceuticals Inc.,90.22M,2.67,-
