Shares Number,Volume,Net Income,Dividends,Employee Amount,Previous Close,Analysts,Price Target,Earnings Date,Symbol,Market Cap,Stock Price,Revenue,MA20,MA50,MA200,20-Day Percent Change,100-Day Percent Change,News1,News2,News3,News4,News5,P/E Ratio,Dividend Yield (%),Market Cap to Revenue Ratio,Earnings Per Share (EPS),Revenue Per Employee,Target Price Difference (%)
,"499,270",,1.0,172000.0,123.4,Strong Buy,127.1,"Oct 15, 2024",FLEX,13.08,32.93,25.84,5.32%,5.76%,19.02%,-0.62%,+9.94%,Flex Adjusts Executive Compensation to Reflect Roles and Performance,Flex files automatic mixed securities shelf,,,,,3.0367446097783177,0.5061919504643962,,0.0001502325581395349,285.9702399028242
,"544,472",,,3000.0,140.56,Buy,185.41,"Aug 7, 2024",PODD,12.96,185.04,1.87,0.84%,-1.51%,2.97%,+5.18%,+23.89%,"Stocks making the biggest moves midday: Paramount, Eli Lilly, Netflix and more",We’re trimming a health-care stock on concerns its business could be hurt by Lilly,"Stocks making the biggest moves midday: Sweetgreen, E.l.f. Beauty and more","Stocks making the biggest moves premarket: Taiwan Semiconductor, Insulet, Expedia and more",Strong Growth and Market Leadership Support Buy Rating for Insulet,,,6.93048128342246,,0.0006233333333333334,0.19995676610462848
,"3,749,942",1.68,1.92,6263.0,20.92,Buy,21.63,"Oct 22, 2024",Z,12.93,56.35,2.07,13.10%,16.07%,17.37%,+15.73%,+19.36%,Cantor Fitzgerald Internet analyst to hold an analyst/industry conference call,Citi ‘incrementally positive’ on Zillow shares after meetings,Zillow Group initiated with a Neutral at Cantor Fitzgerald,Zillow Group management to meet with Stephens,Zillow Group price target raised to $66 from $60 at RBC Capital,,3.4072759538598048,6.246376811594203,,0.00033051253392942675,-61.61490683229813
,"1,732,330",,,502.0,53.35,Buy,66.43,"Aug 28, 2024",REG,12.93,71.42,1.46,1.99%,8.07%,13.75%,+6.42%,+21.87%,Regency Centers to Present at the BofA Securities 2024 Global Real Estate Conference,Regency Centers price target raised to $72 from $71 at Evercore ISI,Wells Fargo Sticks to Its Buy Rating for Regency Centers (REG),Regency Centers price target raised to $79 from $69 at Wells Fargo,Regency Centers Announces New Safeway-Anchored Ground-Up Shopping Center Development in Bay Area,,,8.856164383561644,,0.002908366533864542,-6.986838420610465
,"257,164",,,12005.0,263.42,Strong Buy,280.57,"Aug 12, 2024",GRAB,12.79,3.23,2.58,-0.06%,-4.57%,-2.68%,-2.73%,-0.93%,Grab Holdings management to meet with Benchmark,"Analysts Offer Insights on Technology Companies: Uber Technologies (UBER), Grab (GRAB) and Advanced Micro Devices (AMD)",Barclays Sticks to Its Buy Rating for Grab (GRAB),J.P. Morgan Sticks to Their Buy Rating for Grab (GRAB),Analysts Offer Insights on Technology Companies: Grab (GRAB) and Salesforce (CRM),,,4.957364341085271,,0.00021491045397750938,8586.377708978327
,"1,433,066",,,89.0,32.93,Strong Buy,38.8,"Jul 24, 2024",RPRX,12.63,28.19,2.24,3.87%,4.77%,1.26%,+2.27%,-1.30%,"Lightning Round: I’ll pass on buying a flying car from China, says Jim Cramer on Xpeng",Cramer’s Lightning Round: Ally Financial is a buy,Royalty Pharma and Ascendis Pharma Enter Into $150 Million Royalty Funding Agreement,Royalty Pharma to Present at Morgan Stanley’s 22nd Annual Global Healthcare Conference,Royalty Pharma price target raised to $51 from $50 at Goldman Sachs,,,5.638392857142857,,0.0251685393258427,37.63746009223127
,"404,074",,,6263.0,185.04,Buy,223.43,"Aug 8, 2024",ZG,12.62,54.53,2.07,13.09%,15.77%,16.64%,+15.02%,+17.93%,Cantor Fitzgerald Internet analyst to hold an analyst/industry conference call,Citi ‘incrementally positive’ on Zillow shares after meetings,Zillow Group initiated with a Neutral at Cantor Fitzgerald,Zillow Group management to meet with Stephens,Zillow Group price target raised to $66 from $60 at RBC Capital,,,6.096618357487923,,0.00033051253392942675,309.73775903172566
,"3,760,083",,,27000.0,56.35,Buy,57.44,"Aug 7, 2024",TTEK,12.62,235.71,4.23,3.60%,9.98%,24.74%,+9.84%,+21.36%,Tetra Tech management to meet with KeyBanc,2 ‘Strong Buy’ Stocks to Watch Ahead of Stock Splits in September,,,,,,2.9834515366430256,,0.0001566666666666667,-75.63107208009842
,"707,869",,2.68,4200.0,71.42,Strong Buy,73.45,"Aug 1, 2024",PAA,12.51,17.85,49.7,0.56%,-1.44%,5.20%,-4.95%,-6.84%,Plains All American files $1.1B mixed securities shelf,Plains All American files automatic mixed securities shelf,Plains All American (PAA) Receives a Rating Update from a Top Analyst,Plains All American (PAA) Gets a Buy from Morgan Stanley,Barclays Sticks to Their Sell Rating for Plains All American (PAA),,15.014005602240896,0.2517102615694165,,0.011833333333333335,311.48459383753504
3.96,"21,204,882",,,3550.0,3.23,Strong Buy,5.09,"Aug 15, 2024",LAMR,12.5,122.19,2.16,4.23%,4.01%,9.49%,+2.31%,+6.61%,Lamar Advertising Company Announces Cash Dividend on Common Stock,J.P. Morgan Keeps Their Hold Rating on Lamar Advertising (LAMR),"Analysts Offer Insights on Real Estate Companies: BRC (BRCC), Lamar Advertising (LAMR) and Douglas Elliman Inc. (DOUG)",Lamar Advertising price target raised to $140 from $135 at TD Cowen,Buy Rating for Lamar Advertising Backed by Strong Q2 Performance and Positive Growth Outlook,,,5.787037037037036,,0.0006084507042253521,-95.83435633030525
,"1,456,253",,0.84,170.0,28.19,Strong Buy,42.0,"Aug 8, 2024",FTAI,12.44,121.74,1.37,11.22%,16.16%,71.30%,+8.28%,+65.95%,"Friday’s top analyst calls: Nvidia, Tesla, Microsoft, Alphabet, Fox, Walmart, Nike","Kymera upgraded, MoonLake downgraded: Wall Street’s top analyst calls",FTAI Aviation assumed with a Buy at BTIG,FTA Aviation’s Strong EBITDA Growth and Expansion Strategy Merit a Buy Rating,FTAI Aviation Ltd. to Participate in the Jefferies Industrials Conference,,0.6899950714637753,9.080291970802918,,0.008058823529411766,-65.50024642681123
,"577,644",,,2524.0,54.53,Buy,57.44,"Aug 7, 2024",INCY,12.35,64.14,3.86,4.14%,4.12%,11.10%,+0.88%,+18.83%,These stocks typically have the best and worst Septembers,RBC says expectations ‘should remain grounded’ into Incyte data,"Eli Lilly, EVA Pharma collaborate to expand access to baricitinib in Africa",Incyte to present data from Phase 3 Retifanlimab study at ESMO Congress 2024,Incyte Corporation: Market Successes Counterbalanced by Valuation and Patent Expiry Concerns,,,3.199481865284974,,0.0015293185419968304,-10.445899594636735
,"136,775",,1.16,5680.0,235.71,Buy,242.5,"Jul 31, 2024",SIRI,12.32,3.2,8.9,0.79%,-2.35%,-20.38%,-6.09%,-7.16%,"Stocks making the biggest moves midday: Walmart, Nike, Dell, Tapestry and more",Walmart+ is only $49 for a limited-time,Split-off of Liberty SiriusXM approved at Liberty Media special meeting,Notable open interest changes for August 22nd,"Target reports Q2 beat, Walmart sells JD.com stake: Morning Buzz",,36.24999999999999,1.3842696629213482,,0.0015669014084507043,7478.125
,"2,004,231",,1.27,163.0,17.85,Buy,19.8,"Aug 2, 2024",HST,12.23,17.41,5.48,4.11%,-0.46%,-7.41%,-1.54%,-14.99%,Turn to these dividend growers as the Fed cuts rates,Host Hotels price target lowered to $20 from $23 at Truist,Morgan Stanley Reaffirms Their Sell Rating on Host Hotels & Resorts (HST),Analysts Offer Insights on Real Estate Companies: Kennedy-Wilson (KW) and Host Hotels & Resorts (HST),Host Hotels & Resorts: A Detailed Look at Financial Strategy and Hold Rating Justification,,7.294658242389432,2.2317518248175183,,0.033619631901840495,13.727742676622634
,"218,454",,5.2,5900.0,122.19,Buy,123.25,"Aug 8, 2024",MEDP,12.09,390.91,2.03,-0.08%,-4.00%,5.56%,-0.39%,-4.93%,Analysts Offer Insights on Healthcare Companies: Siemens Healthineers AG (OtherSEMHF) and Medpace Holdings (MEDP),,,,,,1.3302294645826405,5.955665024630543,,0.00034406779661016947,-68.47100355580568
,"606,531",,1.2,3018.0,121.74,Strong Buy,118.45,"Jul 23, 2024",CYBR,12.08,279.88,,5.59%,6.10%,16.32%,+9.19%,+8.71%,Top Wall Street analysts are upbeat about the potential of these 3 stocks ,"Stocks making the biggest moves midday: Sweetgreen, E.l.f. Beauty and more",Bank of America says buy this ‘diamond in the rough’ cybersecurity stock,"Identity theft is where bad actors are focusing their attention, says CyberArk CEO","Analysts Conflicted on These Technology Names: DigitalOcean Holdings (DOCN), WEBTOON Entertainment Inc (WBTN) and CyberArk Software (CYBR)",,0.4287551807917679,,,,-57.67829069601258
,"1,729,081",,,7120.0,64.14,Buy,71.13,"Jul 30, 2024",JKHY,12.0,164.63,2.19,2.99%,3.15%,3.15%,+1.33%,+2.19%,Jack Henry & Associates (JKHY) Gets a Hold from RBC Capital,Jack Henry initiated with Neutral on weaker growth at Compass Point,Jack Henry initiated with a Neutral at Compass Point,Jack Henry announces collaboration with Moov,Jack Henry & Associates Announces Regular Quarterly Dividend,,,5.47945205479452,,0.00030758426966292135,-56.794022960578275
3.85,"17,196,254",1.3,0.11,15246.0,3.2,Hold,3.78,"Aug 1, 2024",CHRW,11.94,101.79,17.46,5.17%,12.60%,25.24%,+16.74%,+46.05%,"‘We’ll shut them down’: Ports union near strike, cites contract impasse","C.H. Robinson CHRO Freeman sells 8,387 common shares",CH Robinson Announces Election and Committee Appointments of New Directors,,,301.45500000000004,0.10806562530700461,0.683848797250859,0.33766233766233766,0.0011452184179456908,-96.28647214854111
,"7,757,350",,0.8,1225.0,17.41,Buy,21.06,"Jul 31, 2024",WING,11.84,403.89,,8.08%,4.78%,21.44%,+3.84%,+10.78%,How Wingstop is outpacing its fast-food competitors,The rise of Wingstop,"TikTok, fast-food rivalry fuel Chili’s as Brinker says turnaround is taking hold",McDonald’s Is Destined to Underperform Its Competitors and the Stock Market,Wingstop (NASDAQ:WING) Slips Despite Surprising Success,,0.19807373294708958,,,,-94.78570898016787
,"138,310",,,17000.0,390.91,Strong Buy,426.5,"Oct 21, 2024",COKE,11.83,,6.73,5.66%,16.19%,43.82%,+15.87%,+59.95%,Coca-Cola Consolidated Announces Dividend Increase and Share Repurchase Program,Coca-Cola Consolidated announces $1B share repurchase program,Coca-Cola Consolidated increases quarterly dividend to $2.50 per share,,,,,1.7578008915304606,,0.0003958823529411765,
,"336,780",,,6840.0,279.88,Strong Buy,288.85,"Aug 8, 2024",DOCU,11.76,57.44,2.81,7.23%,7.80%,6.49%,+3.93%,-3.04%,"Stocks making the biggest moves midday: Intel, Nio, Broadcom and more","S&P 500 tumbles Friday to post worst week since 2023, Nasdaq drops 2% for worst week since 2022","Stocks making the biggest moves after hours: Broadcom, DocuSign, UiPath and more","Procter & Gamble’s lingering China problem, plus Magnificent 7 stocks surprise",DocuSign price target raised to $68 from $60 at BofA,,,4.185053380782918,,0.0004108187134502924,402.87256267409475
,"510,437",,2.2,3206.0,164.63,Buy,176.45,"Aug 20, 2024",EWBC,11.74,84.69,2.36,1.67%,5.18%,11.65%,-5.59%,+10.04%,East West Bancorp’s Investor Presentation Highlights Growth Strategy,East West Bancorp (EWBC) Gets a Buy from Truist Financial,Barclays Sticks to Its Buy Rating for East West Bancorp (EWBC),,,,2.5977092927146064,4.974576271186441,,0.0007361197754210854,108.34809304522375
,"595,572",,2.48,3700.0,101.79,Hold,93.27,"Jul 31, 2024",MBLY,11.68,14.4,1.85,-11.17%,-36.82%,-52.89%,-35.67%,-57.40%,"Stocks making the biggest moves midday: Intel, Nio, Broadcom and more",CNBC Daily Open: Nvidia’s ‘drop-the-mic moment’,"Intel has hired Morgan Stanley, other advisers for activist defense",Shareholders Revolt as Intel (NASDAQ:INTC) Fire Sale Continues,"Intel to explore sale of part of stake in Mobileye, Bloomberg reports",,17.22222222222222,6.313513513513513,,0.0005,547.7083333333333
,"391,691",,1.08,6524.0,403.89,Buy,374.47,"Jul 31, 2024",FFIV,11.6,199.01,2.78,2.78%,10.01%,11.59%,-2.33%,+3.36%,Piper Sandler Sticks to Their Hold Rating for F5 Networks (FFIV),F5 Networks Announces Executive Team Reshuffle and Officer Resignation,F5 Networks announces new leadership roles,"F5 Networks, Intel collaborate to simplify security, delivery of AI services",,,0.5426862971709965,4.172661870503597,,0.00042611894543225014,88.16642379779913
,"38,202",,3.5,3050.0,,,,"Jul 31, 2024",TECH,11.47,72.29,1.16,-5.33%,-5.27%,-1.67%,-12.24%,+6.88%,Scotiabank Reaffirms Their Buy Rating on Bio-Techne (TECH),Benchmark Co. Remains a Buy on Bio-Techne (TECH),Bio-Techne: A Compelling Buy Amidst Market Uncertainty and Anticipated Growth Catalysts,"Analysts’ Opinions Are Mixed on These Healthcare Stocks: Bio-Techne (TECH), Pediatrix Medical Group (MD) and Arcus Biosciences (RCUS)",,,4.841610181214552,9.88793103448276,,0.00038032786885245897,
,"2,305,057",,,91000.0,57.44,Hold,61.46,"Sep 5, 2024",TXRH,11.24,168.59,4.95,0.38%,-0.20%,14.61%,-2.87%,+13.07%,McDonald’s Is Destined to Underperform Its Competitors and the Stock Market,Texas Roadhouse: Growth at a Reasonable Price,"Texas Roadhouse, Inc. Announces Quarterly Dividend",,,,,2.2707070707070707,,5.4395604395604396e-05,-63.54469422860193
,"775,772",1.1,2.2,8384.0,84.69,Strong Buy,88.73,"Jul 23, 2024",NICE,11.24,178.26,2.55,5.13%,5.02%,-10.96%,-3.45%,-28.41%,NICE Actimize Clinches Top RegTech Award for Innovation,Nice announces new centralized gateway to Government Services,"Nice’s AI-powered digital evidence solution selected by Augusta, Georgia DA",JMP Securities Sticks to Their Buy Rating for NICE (NICE),"Nice’s Q2 bookings growth stable, says DA Davidson",,1.234152361718838,4.407843137254902,,0.0003041507633587786,-50.224391338494335
,"4,337,954",,,49000.0,14.4,Buy,32.0,"Aug 1, 2024",LKQ,11.22,42.63,14.48,5.06%,2.01%,-7.44%,+0.92%,-18.63%,,,,,,,,0.7748618784530387,,0.00029551020408163264,-24.935491437954497
,"300,100",,,12000.0,199.01,Hold,200.89,"Jul 29, 2024",LECO,11.22,197.98,4.09,0.59%,0.74%,-9.60%,-5.36%,-21.60%,Buy Rating for Lincoln Electric Amidst Challenging Industrial Cycle and Strong Cost Management,Barclays cuts Lincoln Electric estimates after ‘broad-based’ cautious commentary,Lincoln Electric price target lowered to $210 from $240 at KeyBanc,Lincoln Electric price target lowered to $212 from $220 at Baird,Robert W. Baird Sticks to Their Buy Rating for Lincoln Electric Holdings (LECO),,,2.7432762836185822,,0.00034083333333333334,1.469845438933224
,"499,175",,0.32,6600.0,72.29,Buy,80.67,"Aug 7, 2024",EXAS,11.03,59.7,2.61,5.49%,20.36%,1.72%,+33.87%,-12.93%,Buy Rating Affirmed for Exact Sciences Amid Promising Cancer Screening Innovations and Strategic Advantages,"Illumina upgraded, Fiserv initiated: Wall Street’s top analyst calls",Wells Fargo starts tools and diagnostics group with positive bias,Exact Sciences initiated with an Overweight at Wells Fargo,Exact Sciences: 1st patient enrolled in MCED Falcon Registry RWE study,,0.5360134003350084,4.226053639846743,,0.00039545454545454546,35.12562814070351
,"522,987",,2.44,4576.0,168.59,Buy,168.86,"Jul 25, 2024",MMYT,10.98,100.0,,4.78%,9.70%,46.09%,+2.85%,+26.71%,MakeMyTrip downgraded to Add from Buy at Axis Capital,MakeMyTrip price target raised to $112 from $100 at BofA,Makemytrip’s Growth and Profitability Outlook: A Buy Rating with Robust Potential,Makemytrip (MMYT) Receives ‘Buy’ Rating on Robust Volume Growth and Market Resilience,Makemytrip (MMYT): Outperforming the OTA Sector with Sustained Growth and Profitability,,2.44,,,,68.86000000000001
,"423,847",,,8700.0,178.26,Strong Buy,269.64,"Aug 15, 2024",QRVO,10.96,115.52,4.01,3.12%,-1.77%,4.70%,-6.29%,-2.46%,Qorvo® to Present at the Goldman Sachs Communacopia + Technology Conference,,,,,,,2.7331670822942646,,0.00046091954022988503,133.41412742382272
,"1,095,407",,1.2,14000.0,42.63,Strong Buy,60.8,"Oct 24, 2024",SAIA,10.67,402.33,3.1,-3.51%,-13.50%,-19.66%,-11.13%,-37.38%,Friday’s stock stories: What’s likely to move the market in the next session,"Final Trade: GDX, NFLX, SAIA, SIG",Saia price target raised to $481 from $479 at JPMorgan,Saia (SAIA) Gets a Buy from Benchmark Co.,Saia price target raised to $418 from $416 at TD Cowen,,0.2982626202371188,3.4419354838709677,,0.00022142857142857145,-84.8880272413193
,"159,347",,2.84,61200.0,197.98,Buy,218.25,"Jul 31, 2024",PPC,10.59,44.67,17.81,2.48%,10.47%,33.48%,+10.82%,+30.25%,"Thursday’s top analyst calls: Apple, Dell, Amazon, Broadcom, CrowdStrike, PNC","Monday’s analyst calls: Nvidia earnings preview, Robinhood to rally nearly 30%",Pilgrim’s Pride price target raised to $55 from $50 at Argus,"Brinker upgraded, Snowflake downgraded: Wall Street’s top analyst calls",Pilgrim’s Pride (PPC): Downgrade to Neutral Amid Anticipated Market Challenges,,6.3577344974255645,0.5946097697922516,,0.0002910130718954248,388.5829415715245
,"2,162,579",,,1826.0,59.7,Strong Buy,77.64,"Jul 31, 2024",LEGN,10.53,57.5,,1.64%,9.23%,3.89%,+0.48%,+3.15%,Buy Rating for Legend Biotech: Strong Market Potential and Strategic Operations Amidst Approval of CARVYKTI in China,Legend Biotech announces cilta-cel approval in China for multiple myeloma,Legend Biotech’s New Cancer Drug Wins Approval,Legend Biotech to Participate in the Morgan Stanley 22nd Annual Global Healthcare Conference,Jefferies Remains a Buy on Legend Biotech (LEGN),,,,,,35.02608695652174
,"376,903",,,2271.0,100.0,Strong Buy,91.67,"Jul 23, 2024",APA,10.53,28.47,8.91,-1.50%,-3.37%,-10.66%,-8.40%,-20.06%,Wednesday’s stock stories: What’s likely to move the market in the next session,APA (APA) Receives a Rating Update from a Top Analyst,APA Corp. price target lowered to $52 from $57 at Susquehanna,"AMD to acquire ZY Systems, Estee Lauder reports Q4 beat: Morning Buzz","APA Corp. exploring $1B sale of Permian assets, Reuters reports",,,1.1818181818181817,,0.0039233817701453105,221.98805760449596
,"946,302",,,6669.0,115.52,Hold,118.53,"Jul 30, 2024",XP,10.5,19.6,2.84,6.78%,8.68%,-11.69%,+11.81%,-22.46%,XP (XP) Is Making Impressive Strides While Beating Expectations,XP (XP) Receives a Buy from Citi,XP Inc: Hold Rating Maintained Amid Stable Valuation and Modest Earnings Adjustment,"Mars buys Kellanova, Cardinal Health reports Q4 beat: Morning Buzz",Strong Performance and Promising Outlook Justify Buy Rating for XP Inc.,,,3.6971830985915495,,0.00042585095216674164,504.74489795918373
